grid_id,luas_hijau_m2,luas_bangunan_m2,panjang_jalan_m,index_right,kecamatan,rasio_hijau_bangunan,rasio_jalan_bangunan,emisi_score,kategori_emisi
45,80685.67886363184,0.0,0.0,1561.0,Lumbir,80685.67886363184,0.0,-0.02832549786851786,normal
45,80685.67886363184,0.0,0.0,1553.0,Gumelar,80685.67886363184,0.0,-0.02832549786851786,normal
46,250000.0,0.0,0.0,1561.0,Lumbir,250000.0,0.0,-0.08776494871038774,normal
47,243892.8299341352,6107.170065864847,0.0,1561.0,Lumbir,39.92895209272513,0.0,-0.07096381731052527,normal
47,243892.8299341352,6107.170065864847,0.0,1553.0,Gumelar,39.92895209272513,0.0,-0.07096381731052527,normal
48,71404.53970630272,56015.07351072571,512.3851329313588,1561.0,Lumbir,1.2747151885365633,0.00914710904957038,0.14412974354287256,parah
48,71404.53970630272,56015.07351072571,512.3851329313588,1553.0,Gumelar,1.2747151885365633,0.00914710904957038,0.14412974354287256,parah
49,62349.29158995353,2402.192293425651,1118.4235289622682,1553.0,Gumelar,25.944362321950194,0.46539077710173654,0.05975329425270982,sedang
50,184837.58676480068,8853.490317045667,85.52984880360819,1553.0,Gumelar,20.875011451418292,0.009659488659551161,-0.03783821486142684,normal
51,235496.2143921108,0.0,0.0,1553.0,Gumelar,235496.2143921108,0.0,-0.08267325271045632,normal
52,9800.99295212433,0.0,0.0,1561.0,Lumbir,9800.99295212433,0.0,-0.003440734575016254,sedang
53,70759.19576329185,0.0,0.0,1561.0,Lumbir,70759.19576329185,0.0,-0.02484070874781438,sedang
54,250000.0,0.0,0.0,1561.0,Lumbir,250000.0,0.0,-0.08776494871038774,normal
55,250000.0,0.0,0.0,1561.0,Lumbir,250000.0,0.0,-0.08776494871038774,normal
56,134242.9060216286,0.0,0.0,1561.0,Lumbir,134242.9060216286,0.0,-0.04712728704688654,normal
57,13163.879178188194,146774.3505549047,1822.486636611652,1561.0,Lumbir,0.0896872610313674,0.012416844039012593,0.4712773447598255,parah
58,189222.39843515103,44960.31818823207,801.8418937716606,1561.0,Lumbir,4.208559847888914,0.017834038815648653,0.09587472582644808,parah
59,250000.0,0.0,0.0,1561.0,Lumbir,250000.0,0.0,-0.08776494871038774,normal
60,139927.33085376595,0.0,352.08238189183726,1561.0,Lumbir,139927.33085376595,352.08238189183726,-0.025236793842918177,sedang
61,22765.85296904151,0.0,0.0,1561.0,Lumbir,22765.85296904151,0.0,-0.007992175672704625,sedang
62,82118.94970843087,0.0,0.0,1561.0,Lumbir,82118.94970843087,0.0,-0.02882866163724538,normal
62,82118.94970843087,0.0,0.0,1553.0,Gumelar,82118.94970843087,0.0,-0.02882866163724538,normal
63,3650.191457941904,0.0,0.0,1561.0,Lumbir,3650.191457941904,0.0,-0.0012814354643574666,sedang
63,3650.191457941904,0.0,0.0,1553.0,Gumelar,3650.191457941904,0.0,-0.0012814354643574666,sedang
64,65240.066397056085,0.0,0.0,1561.0,Lumbir,65240.066397056085,0.0,-0.022903164324799673,sedang
64,65240.066397056085,0.0,0.0,1553.0,Gumelar,65240.066397056085,0.0,-0.022903164324799673,sedang
65,250000.0,0.0,0.0,1561.0,Lumbir,250000.0,0.0,-0.08776494871038774,normal
65,250000.0,0.0,0.0,1553.0,Gumelar,250000.0,0.0,-0.08776494871038774,normal
66,220047.6768748838,0.0,0.0,1561.0,Lumbir,220047.6768748838,0.0,-0.0772498922990566,normal
66,220047.6768748838,0.0,0.0,1553.0,Gumelar,220047.6768748838,0.0,-0.0772498922990566,normal
67,209749.87672236667,19785.68071874495,0.0,1561.0,Lumbir,10.60055901764563,0.0,-0.026149304906981898,sedang
67,209749.87672236667,19785.68071874495,0.0,1553.0,Gumelar,10.60055901764563,0.0,-0.026149304906981898,sedang
68,142678.6184418055,31375.94991257081,561.4069479847883,1553.0,Gumelar,4.547243082561157,0.017892336557539877,0.06330037094632454,sedang
69,211045.3336805325,0.0,569.0520544171106,1553.0,Gumelar,211045.3336805325,569.0520544171106,-0.03548375132585027,normal
70,202136.584047556,6214.509904761439,153.54306456808573,1553.0,Gumelar,32.52131959321756,0.02470321291748934,-0.04563055435317486,normal
71,220007.4212132645,5621.767667425707,380.4749740230876,1553.0,Gumelar,39.12795872534981,0.06766684958855536,-0.037931287745750296,normal
72,250000.0,0.0,0.0,1553.0,Gumelar,250000.0,0.0,-0.08776494871038774,normal
73,250000.0,0.0,0.0,1553.0,Gumelar,250000.0,0.0,-0.08776494871038774,normal
74,189330.07590592548,0.0,0.0,1561.0,Lumbir,189330.07590592548,0.0,-0.06646617760486948,normal
